# from H. Marshall email 27 April 2007
#
#Optical depths as of 2002.69
#     Energy      Carbon       Oxygen       Fluorine     Fluffium
#                   0.02         0.20        0.10         0.20
      4.83099      0.00000      0.00000      0.00000  9.72521e-06
      4.84078      0.00000      0.00000      0.00000  9.72521e-06
      4.85057      0.00000      0.00000      0.00000  9.72521e-06
      4.86036      0.00000      0.00000      0.00000  9.72521e-06
      4.87015      0.00000      0.00000      0.00000  9.72521e-06
      4.87994      0.00000      0.00000      0.00000  9.72521e-06
      4.88973      0.00000      0.00000      0.00000  9.72521e-06
      4.89952      0.00000      0.00000      0.00000  9.72521e-06
      4.90931      0.00000      0.00000      0.00000  9.72521e-06
      4.91910      0.00000      0.00000      0.00000  9.72521e-06
      4.92889      0.00000      0.00000      0.00000  9.72521e-06
      4.93868      0.00000      0.00000      0.00000  9.72521e-06
      4.94847      0.00000      0.00000      0.00000  9.72521e-06
      4.95826      0.00000      0.00000      0.00000  9.72521e-06
      4.96805      0.00000      0.00000      0.00000  9.72521e-06
      4.97784      0.00000      0.00000      0.00000  9.72521e-06
      4.98763      0.00000      0.00000      0.00000  9.72521e-06
      4.99742      0.00000      0.00000      0.00000  9.72521e-06
      5.00721      0.00000      0.00000      0.00000  9.72521e-06
      5.01700      0.00000      0.00000      0.00000  9.72521e-06
      5.02679      0.00000      0.00000      0.00000  9.72521e-06
      5.03658      0.00000      0.00000      0.00000  9.72521e-06
      5.04637      0.00000      0.00000      0.00000  9.72521e-06
      5.05616      0.00000      0.00000      0.00000  9.72521e-06
      5.06595      0.00000      0.00000      0.00000  9.72521e-06
      5.07574      0.00000      0.00000      0.00000  9.72521e-06
      5.08553      0.00000      0.00000      0.00000  9.72521e-06
      5.09531      0.00000      0.00000      0.00000  9.72521e-06
      5.10510      0.00000      0.00000      0.00000  9.72521e-06
      5.11489      0.00000      0.00000      0.00000  9.72521e-06
      5.12468      0.00000      0.00000      0.00000  9.72521e-06
      5.13447      0.00000      0.00000      0.00000  9.72521e-06
      5.14426      0.00000      0.00000      0.00000  9.72521e-06
      5.15405      0.00000      0.00000      0.00000  9.72521e-06
      5.16384      0.00000      0.00000      0.00000  9.72521e-06
      5.17363      0.00000      0.00000      0.00000  9.72521e-06
      5.18342      0.00000      0.00000      0.00000  9.72521e-06
      5.19321      0.00000      0.00000      0.00000  9.72521e-06
      5.20300      0.00000      0.00000      0.00000  9.72521e-06
      5.21279      0.00000      0.00000      0.00000  9.72521e-06
      5.22258      0.00000      0.00000      0.00000  9.72521e-06
      5.23237      0.00000      0.00000      0.00000  9.72521e-06
      5.24216      0.00000      0.00000      0.00000  9.72521e-06
      5.25195      0.00000      0.00000      0.00000  9.72521e-06
      5.26174      0.00000      0.00000      0.00000  9.72521e-06
      5.27153      0.00000      0.00000      0.00000  9.72521e-06
      5.28132      0.00000      0.00000      0.00000  9.72521e-06
      5.29111      0.00000      0.00000      0.00000  9.72521e-06
      5.30090      0.00000      0.00000      0.00000  9.72521e-06
      5.31069      0.00000      0.00000      0.00000  9.72521e-06
      5.32048      0.00000      0.00000      0.00000  9.72521e-06
      5.33027      0.00000      0.00000      0.00000  9.72521e-06
      5.34006      0.00000      0.00000      0.00000  9.72521e-06
      5.34985      0.00000      0.00000      0.00000  9.72521e-06
      5.35964      0.00000      0.00000      0.00000  9.72521e-06
      5.36943      0.00000      0.00000      0.00000  9.72521e-06
      5.37922      0.00000      0.00000      0.00000  9.72521e-06
      5.38901      0.00000      0.00000      0.00000  9.72521e-06
      5.39880      0.00000      0.00000      0.00000  9.72521e-06
      5.40859      0.00000      0.00000      0.00000  9.72521e-06
      5.41838      0.00000      0.00000      0.00000  9.72521e-06
      5.42817      0.00000      0.00000      0.00000  9.72521e-06
      5.43796      0.00000      0.00000      0.00000  9.72521e-06
      5.44775      0.00000      0.00000      0.00000  9.72521e-06
      5.45754      0.00000      0.00000      0.00000  9.72521e-06
      5.46733      0.00000      0.00000      0.00000  9.72521e-06
      5.47712      0.00000      0.00000      0.00000  9.72521e-06
      5.48691      0.00000      0.00000      0.00000  9.72521e-06
      5.49670      0.00000      0.00000      0.00000  9.72521e-06
      5.50649      0.00000      0.00000      0.00000  9.72521e-06
      5.51628      0.00000      0.00000      0.00000  9.72521e-06
      5.52607      0.00000      0.00000      0.00000  9.72521e-06
      5.53586      0.00000      0.00000      0.00000  9.72521e-06
      5.54565      0.00000      0.00000      0.00000  9.72521e-06
      5.55543      0.00000      0.00000      0.00000  9.72521e-06
      5.56522      0.00000      0.00000      0.00000  9.72521e-06
      5.57501      0.00000      0.00000      0.00000  9.72521e-06
      5.58480      0.00000      0.00000      0.00000  9.72521e-06
      5.59459      0.00000      0.00000      0.00000  9.72521e-06
      5.60438      0.00000      0.00000      0.00000  9.72521e-06
      5.61417      0.00000      0.00000      0.00000  9.72521e-06
      5.62396      0.00000      0.00000      0.00000  9.72521e-06
      5.63375      0.00000      0.00000      0.00000  9.72521e-06
      5.64354      0.00000      0.00000      0.00000  9.72521e-06
      5.65333      0.00000      0.00000      0.00000  9.72521e-06
      5.66312      0.00000      0.00000      0.00000  9.72521e-06
      5.67291      0.00000      0.00000      0.00000  9.72521e-06
      5.68270      0.00000      0.00000      0.00000  9.72521e-06
      5.69249      0.00000      0.00000      0.00000  9.72521e-06
      5.70228      0.00000      0.00000      0.00000  9.72521e-06
      5.71207      0.00000      0.00000      0.00000  9.72521e-06
      5.72186      0.00000      0.00000      0.00000  9.72521e-06
      5.73165      0.00000      0.00000      0.00000  9.72521e-06
      5.74144      0.00000      0.00000      0.00000  9.72521e-06
      5.75123      0.00000      0.00000      0.00000  9.72521e-06
      5.76102      0.00000      0.00000      0.00000  9.72521e-06
      5.77081      0.00000      0.00000      0.00000  9.72521e-06
      5.78060      0.00000      0.00000      0.00000  9.72521e-06
      5.79039      0.00000      0.00000      0.00000  9.72521e-06
      5.80018      0.00000      0.00000      0.00000  9.72521e-06
      5.80997      0.00000      0.00000      0.00000  9.72521e-06
      5.81976      0.00000      0.00000      0.00000  9.72521e-06
      5.82955      0.00000      0.00000      0.00000  9.72521e-06
      5.83934      0.00000      0.00000      0.00000  9.72521e-06
      5.84913      0.00000      0.00000      0.00000  9.72521e-06
      5.85892      0.00000      0.00000      0.00000  9.72521e-06
      5.86871      0.00000      0.00000      0.00000  9.72521e-06
      5.87850      0.00000      0.00000      0.00000  9.72521e-06
      5.88829      0.00000      0.00000      0.00000  9.72521e-06
      5.89808      0.00000      0.00000      0.00000  9.72521e-06
      5.90787      0.00000      0.00000      0.00000  9.72521e-06
      5.91766      0.00000      0.00000      0.00000  9.72521e-06
      5.92745      0.00000      0.00000      0.00000  9.72521e-06
      5.93724      0.00000      0.00000      0.00000  9.72521e-06
      5.94703      0.00000      0.00000      0.00000  9.72521e-06
      5.95682      0.00000      0.00000      0.00000  9.72521e-06
      5.96661      0.00000      0.00000      0.00000  9.72521e-06
      5.97640      0.00000      0.00000      0.00000  9.72521e-06
      5.98619      0.00000      0.00000      0.00000  9.72521e-06
      5.99598      0.00000      0.00000      0.00000  9.72521e-06
      6.00576      0.00000      0.00000      0.00000  9.72521e-06
      6.01555      0.00000      0.00000      0.00000  9.72521e-06
      6.02534      0.00000      0.00000      0.00000  9.72521e-06
      6.03513      0.00000      0.00000      0.00000  9.72521e-06
      6.04492      0.00000      0.00000      0.00000  9.72521e-06
      6.05471      0.00000      0.00000      0.00000  9.72521e-06
      6.06450      0.00000      0.00000      0.00000  9.72521e-06
      6.07429      0.00000      0.00000      0.00000  9.72521e-06
      6.08408      0.00000      0.00000      0.00000  9.72521e-06
      6.09387      0.00000      0.00000      0.00000  9.72521e-06
      6.10366      0.00000      0.00000      0.00000  9.72521e-06
      6.11345      0.00000      0.00000      0.00000  9.72521e-06
      6.12324      0.00000      0.00000      0.00000  9.72521e-06
      6.13303      0.00000      0.00000      0.00000  9.72521e-06
      6.14282      0.00000      0.00000      0.00000  9.72521e-06
      6.15261      0.00000      0.00000      0.00000  9.72521e-06
      6.16240      0.00000      0.00000      0.00000  9.72521e-06
      6.17219      0.00000      0.00000      0.00000  9.72521e-06
      6.18198      0.00000      0.00000      0.00000  9.72521e-06
      6.19177      0.00000      0.00000      0.00000  9.72521e-06
      6.20156      0.00000      0.00000      0.00000  9.72521e-06
      6.21135      0.00000      0.00000      0.00000  9.72521e-06
      6.22114      0.00000      0.00000      0.00000  9.72521e-06
      6.23093      0.00000      0.00000      0.00000  9.72521e-06
      6.24072      0.00000      0.00000      0.00000  9.72521e-06
      6.25051      0.00000      0.00000      0.00000  9.72521e-06
      6.26030      0.00000      0.00000      0.00000  9.72521e-06
      6.27009      0.00000      0.00000      0.00000  9.72521e-06
      6.27988      0.00000      0.00000      0.00000  9.72521e-06
      6.28967      0.00000      0.00000      0.00000  9.72521e-06
      6.29946      0.00000      0.00000      0.00000  9.72521e-06
      6.30925      0.00000      0.00000      0.00000  9.72521e-06
      6.31904      0.00000      0.00000      0.00000  9.72521e-06
      6.32883      0.00000      0.00000      0.00000  9.72521e-06
      6.33862      0.00000      0.00000      0.00000  9.72521e-06
      6.34841      0.00000      0.00000      0.00000  9.72521e-06
      6.35820      0.00000      0.00000      0.00000  9.72521e-06
      6.36799      0.00000      0.00000      0.00000  9.72521e-06
      6.37778      0.00000      0.00000      0.00000  9.72521e-06
      6.38757      0.00000      0.00000      0.00000  9.72521e-06
      6.39736      0.00000      0.00000      0.00000  9.72521e-06
      6.40715      0.00000      0.00000      0.00000  9.72521e-06
      6.41694      0.00000      0.00000      0.00000  9.72521e-06
      6.42673      0.00000      0.00000      0.00000  9.72521e-06
      6.43652      0.00000      0.00000      0.00000  9.72521e-06
      6.44631      0.00000      0.00000      0.00000  9.72521e-06
      6.45610      0.00000      0.00000      0.00000  9.72521e-06
      6.46589      0.00000      0.00000      0.00000  9.72521e-06
      6.47568      0.00000      0.00000      0.00000  9.72521e-06
      6.48546      0.00000      0.00000      0.00000  9.72521e-06
      6.49525      0.00000      0.00000      0.00000  9.72521e-06
      6.50504      0.00000      0.00000      0.00000  9.72521e-06
      6.51483      0.00000      0.00000      0.00000  9.72521e-06
      6.52462      0.00000      0.00000      0.00000  9.72521e-06
      6.53441      0.00000      0.00000      0.00000  9.72521e-06
      6.54420      0.00000      0.00000      0.00000  9.72521e-06
      6.55399      0.00000      0.00000      0.00000  9.72521e-06
      6.56378      0.00000      0.00000      0.00000  9.72521e-06
      6.57357      0.00000      0.00000      0.00000  9.72521e-06
      6.58336      0.00000      0.00000      0.00000  9.72521e-06
      6.59315      0.00000      0.00000      0.00000  9.72521e-06
      6.60294      0.00000      0.00000      0.00000  9.72521e-06
      6.61273      0.00000      0.00000      0.00000  9.72521e-06
      6.62252      0.00000      0.00000      0.00000  9.72521e-06
      6.63231      0.00000      0.00000      0.00000  9.72521e-06
      6.64210      0.00000      0.00000      0.00000  9.72521e-06
      6.65189      0.00000      0.00000      0.00000  9.72521e-06
      6.66168      0.00000      0.00000      0.00000  9.72521e-06
      6.67147      0.00000      0.00000      0.00000  9.72521e-06
      6.68126      0.00000      0.00000      0.00000  9.72521e-06
      6.69105      0.00000      0.00000      0.00000  9.72521e-06
      6.70084      0.00000      0.00000      0.00000  9.72521e-06
      6.71063      0.00000      0.00000      0.00000  9.72521e-06
      6.72042      0.00000      0.00000      0.00000  9.72521e-06
      6.73021      0.00000      0.00000      0.00000  9.72521e-06
      6.74000      0.00000      0.00000      0.00000  9.72521e-06
      6.74979      0.00000      0.00000      0.00000  9.72521e-06
      6.75958      0.00000      0.00000      0.00000  9.72521e-06
      6.76937      0.00000      0.00000      0.00000  9.72521e-06
      6.77916      0.00000      0.00000      0.00000  9.72521e-06
      6.78895      0.00000      0.00000      0.00000  9.72521e-06
      6.79874      0.00000      0.00000      0.00000  9.72521e-06
      6.80853      0.00000      0.00000      0.00000  9.72521e-06
      6.81832      0.00000      0.00000      0.00000  9.72521e-06
      6.82811      0.00000      0.00000      0.00000  9.72521e-06
      6.83790      0.00000      0.00000      0.00000  9.72521e-06
      6.84769      0.00000      0.00000      0.00000  9.72521e-06
      6.85748      0.00000      0.00000      0.00000  9.72521e-06
      6.86727      0.00000      0.00000      0.00000  9.72521e-06
      6.87706      0.00000      0.00000      0.00000  9.72521e-06
      6.88685      0.00000      0.00000      0.00000  9.72521e-06
      6.89664      0.00000      0.00000      0.00000  9.72521e-06
      6.90643      0.00000      0.00000      0.00000  9.72521e-06
      6.91622      0.00000      0.00000      0.00000  9.72521e-06
      6.92601      0.00000      0.00000      0.00000  9.72521e-06
      6.93580      0.00000      0.00000      0.00000  9.72521e-06
      6.94558      0.00000      0.00000      0.00000  9.72521e-06
      6.95537      0.00000      0.00000      0.00000  9.72521e-06
      6.96516      0.00000      0.00000      0.00000  9.72521e-06
      6.97495      0.00000      0.00000      0.00000  9.72521e-06
      6.98474      0.00000      0.00000      0.00000  9.72521e-06
      6.99453      0.00000      0.00000      0.00000  9.72521e-06
      7.00432      0.00000      0.00000      0.00000  9.72521e-06
      7.01411      0.00000      0.00000      0.00000  9.72521e-06
      7.02390      0.00000      0.00000      0.00000  9.72521e-06
      7.03369      0.00000      0.00000      0.00000  9.72521e-06
      7.04348      0.00000      0.00000      0.00000  9.72521e-06
      7.05327      0.00000      0.00000      0.00000  9.72521e-06
      7.06306      0.00000      0.00000      0.00000  9.72521e-06
      7.07285      0.00000      0.00000      0.00000  9.72521e-06
      7.08264      0.00000      0.00000      0.00000  9.72521e-06
      7.09243      0.00000      0.00000      0.00000  9.72521e-06
      7.10222      0.00000      0.00000      0.00000  9.72521e-06
      7.11201      0.00000      0.00000      0.00000  9.72521e-06
      7.12180      0.00000      0.00000      0.00000  9.72521e-06
      7.13159      0.00000      0.00000      0.00000  9.72521e-06
      7.14138      0.00000      0.00000      0.00000  9.72521e-06
      7.15117      0.00000      0.00000      0.00000  9.72521e-06
      7.16096      0.00000      0.00000      0.00000  9.72521e-06
      7.17075      0.00000      0.00000      0.00000  9.72521e-06
      7.18054      0.00000      0.00000      0.00000  9.72521e-06
      7.19033      0.00000      0.00000      0.00000  9.72521e-06
      7.20012      0.00000      0.00000      0.00000  9.72521e-06
      7.20991      0.00000      0.00000      0.00000  9.72521e-06
      7.21970      0.00000      0.00000      0.00000  9.72521e-06
      7.22949      0.00000      0.00000      0.00000  9.72521e-06
      7.23928      0.00000      0.00000      0.00000  9.72521e-06
      7.24907      0.00000      0.00000      0.00000  9.72521e-06
      7.25886      0.00000      0.00000      0.00000  9.72521e-06
      7.26865      0.00000      0.00000      0.00000  9.72521e-06
      7.27844      0.00000      0.00000      0.00000  9.72521e-06
      7.28823      0.00000      0.00000      0.00000  9.72521e-06
      7.29802      0.00000      0.00000      0.00000  9.72521e-06
      7.30781      0.00000      0.00000      0.00000  9.72521e-06
      7.31760      0.00000      0.00000      0.00000  9.72521e-06
      7.32739      0.00000      0.00000      0.00000  9.72521e-06
      7.33718      0.00000      0.00000      0.00000  9.72521e-06
      7.34697      0.00000      0.00000      0.00000  9.72521e-06
      7.35676      0.00000      0.00000      0.00000  9.72521e-06
      7.36655      0.00000      0.00000      0.00000  9.72521e-06
      7.37634      0.00000      0.00000      0.00000  9.72521e-06
      7.38613      0.00000      0.00000      0.00000  9.72521e-06
      7.39592      0.00000      0.00000      0.00000  9.72521e-06
      7.40570      0.00000      0.00000      0.00000  9.72521e-06
      7.41549      0.00000      0.00000      0.00000  9.72521e-06
      7.42528      0.00000      0.00000      0.00000  9.72521e-06
      7.43507      0.00000      0.00000      0.00000  9.72521e-06
      7.44486      0.00000      0.00000      0.00000  9.72521e-06
      7.45465      0.00000      0.00000      0.00000  9.72521e-06
      7.46444      0.00000      0.00000      0.00000  9.72521e-06
      7.47423      0.00000      0.00000      0.00000  9.72521e-06
      7.48402      0.00000      0.00000      0.00000  9.72521e-06
      7.49381      0.00000      0.00000      0.00000  9.72521e-06
      7.50360      0.00000      0.00000      0.00000  9.72521e-06
      7.51339      0.00000      0.00000      0.00000  9.72521e-06
      7.52318      0.00000      0.00000      0.00000  9.72521e-06
      7.53297      0.00000      0.00000      0.00000  9.72521e-06
      7.54276      0.00000      0.00000      0.00000  9.72521e-06
      7.55255      0.00000      0.00000      0.00000  9.72521e-06
      7.56234      0.00000      0.00000      0.00000  9.72521e-06
      7.57213      0.00000      0.00000      0.00000  9.72521e-06
      7.58192      0.00000      0.00000      0.00000  9.72521e-06
      7.59171      0.00000      0.00000      0.00000  9.72521e-06
      7.60150      0.00000      0.00000      0.00000  9.72521e-06
      7.61129      0.00000      0.00000      0.00000  9.72521e-06
      7.62108      0.00000      0.00000      0.00000  9.72521e-06
      7.63087      0.00000      0.00000      0.00000  9.72521e-06
      7.64066      0.00000      0.00000      0.00000  9.72521e-06
      7.65045      0.00000      0.00000      0.00000  9.72521e-06
      7.66024      0.00000      0.00000      0.00000  9.72521e-06
      7.67003      0.00000      0.00000      0.00000  9.72521e-06
      7.67982      0.00000      0.00000      0.00000  9.72521e-06
      7.68961      0.00000      0.00000      0.00000  9.72521e-06
      7.69940      0.00000      0.00000      0.00000  9.72521e-06
      7.70919      0.00000      0.00000      0.00000  9.72521e-06
      7.71898      0.00000      0.00000      0.00000  9.72521e-06
      7.72877      0.00000      0.00000      0.00000  9.72521e-06
      7.73856      0.00000      0.00000      0.00000  9.72521e-06
      7.74835      0.00000      0.00000      0.00000  9.72521e-06
      7.75814      0.00000      0.00000      0.00000  9.72521e-06
      7.76793      0.00000      0.00000      0.00000  9.72521e-06
      7.77772      0.00000      0.00000      0.00000  9.72521e-06
      7.78751      0.00000      0.00000      0.00000  9.72521e-06
      7.79730      0.00000      0.00000      0.00000  9.72521e-06
      7.80709      0.00000      0.00000      0.00000  9.72521e-06
      7.81688      0.00000      0.00000      0.00000  9.72521e-06
      7.82667      0.00000      0.00000      0.00000  9.72521e-06
      7.83646      0.00000      0.00000      0.00000  9.72521e-06
      7.84625      0.00000      0.00000      0.00000  9.72521e-06
      7.85604      0.00000      0.00000      0.00000  9.72521e-06
      7.86583      0.00000      0.00000      0.00000  9.72521e-06
      7.87561      0.00000      0.00000      0.00000  9.72521e-06
      7.88540      0.00000      0.00000      0.00000  9.72521e-06
      7.89519      0.00000      0.00000      0.00000  9.72521e-06
      7.90498      0.00000      0.00000      0.00000  9.72521e-06
      7.91477      0.00000      0.00000      0.00000  9.72521e-06
      7.92456      0.00000      0.00000      0.00000  9.72521e-06
      7.93435      0.00000      0.00000      0.00000  9.72521e-06
      7.94414      0.00000      0.00000      0.00000  9.72521e-06
      7.95393      0.00000      0.00000      0.00000  9.72521e-06
      7.96372      0.00000      0.00000      0.00000  9.72521e-06
      7.97351      0.00000      0.00000      0.00000  9.72521e-06
      7.98330      0.00000      0.00000      0.00000  9.72521e-06
      7.99309      0.00000      0.00000      0.00000  9.72521e-06
      8.00288      0.00000      0.00000      0.00000  9.72521e-06
      8.01267      0.00000      0.00000      0.00000  9.72521e-06
      8.02246      0.00000      0.00000      0.00000  9.72521e-06
      8.03225      0.00000      0.00000      0.00000  9.72521e-06
      8.04204      0.00000      0.00000      0.00000  9.72521e-06
      8.05183      0.00000      0.00000      0.00000  9.72521e-06
      8.06162      0.00000      0.00000      0.00000  9.72521e-06
      8.07141      0.00000      0.00000      0.00000  9.72521e-06
      8.08120      0.00000      0.00000      0.00000  9.72521e-06
      8.09099      0.00000      0.00000      0.00000  9.72521e-06
      8.10078      0.00000      0.00000      0.00000  9.72521e-06
      8.11057      0.00000      0.00000      0.00000  9.72521e-06
      8.12036      0.00000      0.00000      0.00000  9.72521e-06
      8.13015      0.00000      0.00000      0.00000  9.72521e-06
      8.13994      0.00000      0.00000      0.00000  9.72521e-06
      8.14973      0.00000      0.00000      0.00000  9.72521e-06
      8.15952      0.00000      0.00000      0.00000  9.72521e-06
      8.16931      0.00000      0.00000      0.00000  9.72521e-06
      8.17910      0.00000      0.00000      0.00000  9.72521e-06
      8.18889      0.00000      0.00000      0.00000  9.72521e-06
      8.19868      0.00000      0.00000      0.00000  9.72521e-06
      8.20847      0.00000      0.00000      0.00000  9.72521e-06
      8.21826      0.00000      0.00000      0.00000  9.72521e-06
      8.22805      0.00000      0.00000      0.00000  9.72521e-06
      8.23784      0.00000      0.00000      0.00000  9.72521e-06
      8.24763      0.00000      0.00000      0.00000  9.72521e-06
      8.25742      0.00000      0.00000      0.00000  9.72521e-06
      8.26721      0.00000      0.00000      0.00000  9.72521e-06
      8.27700      0.00000      0.00000      0.00000  9.72521e-06
      8.28679      0.00000      0.00000      0.00000  9.72521e-06
      8.29658      0.00000      0.00000      0.00000  9.72521e-06
      8.30637      0.00000      0.00000      0.00000  9.72521e-06
      8.31616      0.00000      0.00000      0.00000  9.72521e-06
      8.32595      0.00000      0.00000      0.00000  9.72521e-06
      8.33574      0.00000      0.00000      0.00000  9.72521e-06
      8.34552      0.00000      0.00000      0.00000  9.72521e-06
      8.35532      0.00000      0.00000      0.00000  9.72521e-06
      8.36510      0.00000      0.00000      0.00000  9.72521e-06
      8.37489      0.00000      0.00000      0.00000  9.72521e-06
      8.38468      0.00000      0.00000      0.00000  9.72521e-06
      8.39447      0.00000      0.00000      0.00000  9.72521e-06
      8.40426      0.00000      0.00000      0.00000  9.72521e-06
      8.41405      0.00000      0.00000      0.00000  9.72521e-06
      8.42384      0.00000      0.00000      0.00000  9.72521e-06
      8.43363      0.00000      0.00000      0.00000  9.72521e-06
      8.44342      0.00000      0.00000      0.00000  9.72521e-06
      8.45321      0.00000      0.00000      0.00000  9.72521e-06
      8.46300      0.00000      0.00000      0.00000  9.72521e-06
      8.47279      0.00000      0.00000      0.00000  9.72521e-06
      8.48258      0.00000      0.00000      0.00000  9.72521e-06
      8.49237      0.00000      0.00000      0.00000  9.72521e-06
      8.50216      0.00000      0.00000      0.00000  9.72521e-06
      8.51195      0.00000      0.00000      0.00000  9.72521e-06
      8.52174      0.00000      0.00000      0.00000  9.72521e-06
      8.53153      0.00000      0.00000      0.00000  9.72521e-06
      8.54132      0.00000      0.00000      0.00000  9.72521e-06
      8.55111      0.00000      0.00000      0.00000  9.72521e-06
      8.56090      0.00000      0.00000      0.00000  9.72521e-06
      8.57069      0.00000      0.00000      0.00000  9.72521e-06
      8.58048      0.00000      0.00000      0.00000  9.72521e-06
      8.59027      0.00000      0.00000      0.00000  9.72521e-06
      8.60006      0.00000      0.00000      0.00000  9.72521e-06
      8.60985      0.00000      0.00000      0.00000  9.72521e-06
      8.61964      0.00000      0.00000      0.00000  9.72521e-06
      8.62943      0.00000      0.00000      0.00000  9.72521e-06
      8.63922      0.00000      0.00000      0.00000  9.72521e-06
      8.64901      0.00000      0.00000      0.00000  9.72521e-06
      8.65880      0.00000      0.00000      0.00000  9.72521e-06
      8.66859      0.00000      0.00000      0.00000  9.72521e-06
      8.67838      0.00000      0.00000      0.00000  9.72521e-06
      8.68817      0.00000      0.00000      0.00000  9.72521e-06
      8.69796      0.00000      0.00000      0.00000  9.72521e-06
      8.70775      0.00000      0.00000      0.00000  9.72521e-06
      8.71754      0.00000      0.00000      0.00000  9.72521e-06
      8.72733      0.00000      0.00000      0.00000  9.72521e-06
      8.73712      0.00000      0.00000      0.00000  9.72521e-06
      8.74691      0.00000      0.00000      0.00000  9.72521e-06
      8.75670      0.00000      0.00000      0.00000  9.72521e-06
      8.76649      0.00000      0.00000      0.00000  9.72521e-06
      8.77628      0.00000      0.00000      0.00000  9.72521e-06
      8.78607      0.00000      0.00000      0.00000  9.72521e-06
      8.79586      0.00000      0.00000      0.00000  9.72521e-06
      8.80564      0.00000      0.00000      0.00000  9.72521e-06
      8.81544      0.00000      0.00000      0.00000  9.72521e-06
      8.82522      0.00000      0.00000      0.00000  9.72521e-06
      8.83501      0.00000      0.00000      0.00000  9.72521e-06
      8.84480      0.00000      0.00000      0.00000  9.72521e-06
      8.85459      0.00000      0.00000      0.00000  9.72521e-06
      8.86438      0.00000      0.00000      0.00000  9.72521e-06
      8.87417      0.00000      0.00000      0.00000  9.72521e-06
      8.88396      0.00000      0.00000      0.00000  9.72521e-06
      8.89375      0.00000      0.00000      0.00000  9.72521e-06
      8.90354      0.00000      0.00000      0.00000  9.72521e-06
      8.91333      0.00000      0.00000      0.00000  9.72521e-06
      8.92312      0.00000      0.00000      0.00000  9.72521e-06
      8.93291      0.00000      0.00000      0.00000  9.72521e-06
      8.94270      0.00000      0.00000      0.00000  9.72521e-06
      8.95249      0.00000      0.00000      0.00000  9.72521e-06
      8.96228      0.00000      0.00000      0.00000  9.72521e-06
      8.97207      0.00000      0.00000      0.00000  9.72521e-06
      8.98186      0.00000      0.00000      0.00000  9.72521e-06
      8.99165      0.00000      0.00000      0.00000  9.72521e-06
      9.00144      0.00000      0.00000      0.00000  9.72521e-06
      9.01123      0.00000      0.00000      0.00000  9.72521e-06
      9.02102      0.00000      0.00000      0.00000  9.72521e-06
      9.03081      0.00000      0.00000      0.00000  9.72521e-06
      9.04060      0.00000      0.00000      0.00000  9.72521e-06
      9.05039      0.00000      0.00000      0.00000  9.72521e-06
      9.06018      0.00000      0.00000      0.00000  9.72521e-06
      9.06997      0.00000      0.00000      0.00000  9.72521e-06
      9.07976      0.00000      0.00000      0.00000  9.72521e-06
      9.08955      0.00000      0.00000      0.00000  9.72521e-06
      9.09934      0.00000      0.00000      0.00000  9.72521e-06
      9.10913      0.00000      0.00000      0.00000  9.72521e-06
      9.11892      0.00000      0.00000      0.00000  9.72521e-06
      9.12871      0.00000      0.00000      0.00000  9.72521e-06
      9.13850      0.00000      0.00000      0.00000  9.72521e-06
      9.14829      0.00000      0.00000      0.00000  9.72521e-06
      9.15808      0.00000      0.00000      0.00000  9.72521e-06
      9.16787      0.00000      0.00000      0.00000  9.72521e-06
      9.17766      0.00000      0.00000      0.00000  9.72521e-06
      9.18745      0.00000      0.00000      0.00000  9.72521e-06
      9.19724      0.00000      0.00000      0.00000  9.72521e-06
      9.20703      0.00000      0.00000      0.00000  9.72521e-06
      9.21682      0.00000      0.00000      0.00000  9.72521e-06
      9.22661      0.00000      0.00000      0.00000  9.72521e-06
      9.23640      0.00000      0.00000      0.00000  9.72521e-06
      9.24619      0.00000      0.00000      0.00000  9.72521e-06
      9.25598      0.00000      0.00000      0.00000  9.72521e-06
      9.26577      0.00000      0.00000      0.00000  9.72521e-06
      9.27556      0.00000      0.00000      0.00000  9.72521e-06
      9.28535      0.00000      0.00000      0.00000  9.72521e-06
      9.29513      0.00000      0.00000      0.00000  9.72521e-06
      9.30492      0.00000      0.00000      0.00000  9.72521e-06
      9.31471      0.00000      0.00000      0.00000  9.72521e-06
      9.32450      0.00000      0.00000      0.00000  9.72521e-06
      9.33429      0.00000      0.00000      0.00000  9.72521e-06
      9.34408      0.00000      0.00000      0.00000  9.72521e-06
      9.35387      0.00000      0.00000      0.00000  9.72521e-06
      9.36366      0.00000      0.00000      0.00000  9.72521e-06
      9.37345      0.00000      0.00000      0.00000  9.72521e-06
      9.38324      0.00000      0.00000      0.00000  9.72521e-06
      9.39303      0.00000      0.00000      0.00000  9.72521e-06
      9.40282      0.00000      0.00000      0.00000  9.72521e-06
      9.41261      0.00000      0.00000      0.00000  9.72521e-06
      9.42240      0.00000      0.00000      0.00000  9.72521e-06
      9.43219      0.00000      0.00000      0.00000  9.72521e-06
      9.44198      0.00000      0.00000      0.00000  9.72521e-06
      9.45177      0.00000      0.00000      0.00000  9.72521e-06
      9.46156      0.00000      0.00000      0.00000  9.72521e-06
      9.47135      0.00000      0.00000      0.00000  9.72521e-06
      9.48114      0.00000      0.00000      0.00000  9.72521e-06
      9.49093      0.00000      0.00000      0.00000  9.72521e-06
      9.50072      0.00000      0.00000      0.00000  9.72521e-06
      9.51051      0.00000      0.00000      0.00000  9.72521e-06
