# from H. Marshall email 27 April 2007
#
#Optical depths as of 2002.69
#     Energy      Carbon       Oxygen       Fluorine     Fluffium
#                   0.02         0.20        0.10         0.20
      9.52030      0.00000      0.00000      0.00000  9.72521e-06
      9.53009      0.00000      0.00000      0.00000  9.72521e-06
      9.53988      0.00000      0.00000      0.00000  9.72521e-06
      9.54967      0.00000      0.00000      0.00000  9.72521e-06
      9.55946      0.00000      0.00000      0.00000  9.72521e-06
      9.56925      0.00000      0.00000      0.00000  9.72521e-06
      9.57904      0.00000      0.00000      0.00000  9.72521e-06
      9.58883      0.00000      0.00000      0.00000  9.72521e-06
      9.59862      0.00000      0.00000      0.00000  9.72521e-06
      9.60841      0.00000      0.00000      0.00000  9.72521e-06
      9.61820      0.00000      0.00000      0.00000  9.72521e-06
      9.62799      0.00000      0.00000      0.00000  9.72521e-06
      9.63778      0.00000      0.00000      0.00000  9.72521e-06
      9.64757      0.00000      0.00000      0.00000  9.72521e-06
      9.65736      0.00000      0.00000      0.00000  9.72521e-06
      9.66715      0.00000      0.00000      0.00000  9.72521e-06
      9.67694      0.00000      0.00000      0.00000  9.72521e-06
      9.68673      0.00000      0.00000      0.00000  9.72521e-06
      9.69652      0.00000      0.00000      0.00000  9.72521e-06
      9.70631      0.00000      0.00000      0.00000  9.72521e-06
      9.71610      0.00000      0.00000      0.00000  9.72521e-06
      9.72589      0.00000      0.00000      0.00000  9.72521e-06
      9.73567      0.00000      0.00000      0.00000  9.72521e-06
      9.74547      0.00000      0.00000      0.00000  9.72521e-06
      9.75525      0.00000      0.00000      0.00000  9.72521e-06
      9.76504      0.00000      0.00000      0.00000  9.72521e-06
      9.77483      0.00000      0.00000      0.00000  9.72521e-06
      9.78462      0.00000      0.00000      0.00000  9.72521e-06
      9.79441      0.00000      0.00000      0.00000  9.72521e-06
      9.80420      0.00000      0.00000      0.00000  9.72521e-06
      9.81399      0.00000      0.00000      0.00000  9.72521e-06
      9.82378      0.00000      0.00000      0.00000  9.72521e-06
      9.83357      0.00000      0.00000      0.00000  9.72521e-06
      9.84336      0.00000      0.00000      0.00000  9.72521e-06
      9.85315      0.00000      0.00000      0.00000  9.72521e-06
      9.86294      0.00000      0.00000      0.00000  9.72521e-06
      9.87273      0.00000      0.00000      0.00000  9.72521e-06
      9.88252      0.00000      0.00000      0.00000  9.72521e-06
      9.89231      0.00000      0.00000      0.00000  9.72521e-06
      9.90210      0.00000      0.00000      0.00000  9.72521e-06
      9.91189      0.00000      0.00000      0.00000  9.72521e-06
      9.92168      0.00000      0.00000      0.00000  9.72521e-06
      9.93147      0.00000      0.00000      0.00000  9.72521e-06
      9.94126      0.00000      0.00000      0.00000  9.72521e-06
      9.95105      0.00000      0.00000      0.00000  9.72521e-06
      9.96084      0.00000      0.00000      0.00000  9.72521e-06
      9.97063      0.00000      0.00000      0.00000  9.72521e-06
      9.98042      0.00000      0.00000      0.00000  9.72521e-06
      9.99021      0.00000      0.00000      0.00000  9.72521e-06
      10.0000      0.00000      0.00000      0.00000  9.72521e-06
